,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,class
4435,4435,0.7,Premium,F,SI1,60.1,56.0,2394,5.84,5.78,3.49,reject
4436,4436,1.2,Good,D,SI1,63.5,55.0,5913,6.7,6.78,4.28,reject
4437,4437,2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1,reject
4438,4438,1.51,Very Good,G,SI2,60.5,54.6,8637,7.36,7.4,4.46,reject
4439,4439,0.34,Premium,H,VVS1,61.2,60.0,775,4.46,4.5,2.74,reject
4440,4440,0.31,Ideal,H,SI1,62.1,54.0,464,4.37,4.39,2.72,reject
4441,4441,0.35,Ideal,D,VS1,61.0,56.0,1065,4.53,4.58,2.78,accept
4442,4442,1.52,Ideal,H,VS2,60.7,56.0,11206,7.49,7.41,4.52,reject
4443,4443,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91,reject
4444,4444,1.2,Very Good,I,SI1,61.7,56.0,4785,6.82,6.76,4.19,reject
4445,4445,1.0,Very Good,F,VS1,59.8,58.0,7710,6.49,6.53,3.89,reject
4446,4446,0.9,Very Good,G,SI2,62.2,60.0,3256,6.09,6.2,3.82,reject
4447,4447,1.09,Premium,D,SI2,61.2,60.0,5258,6.64,6.6,4.05,reject
4448,4448,1.51,Good,H,SI2,63.1,60.0,7723,7.23,7.28,4.58,reject
4449,4449,0.71,Good,G,VS2,64.2,58.0,2623,5.62,5.59,3.6,reject
4450,4450,0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64,reject
4451,4451,0.37,Ideal,F,VS1,61.1,57.0,811,4.61,4.65,2.83,accept
4452,4452,1.03,Fair,E,I1,78.2,54.0,1262,5.72,5.59,4.42,accept
4453,4453,0.41,Premium,I,VVS1,61.5,59.0,863,4.75,4.81,2.94,reject
4454,4454,0.72,Ideal,J,SI2,61.7,55.0,1926,5.77,5.81,3.57,reject
4455,4455,1.32,Ideal,G,VVS2,61.6,56.0,13261,7.03,7.08,4.35,reject
4456,4456,2.22,Ideal,J,VS1,61.8,59.0,16689,8.34,8.37,5.16,reject
4457,4457,0.3,Premium,G,VS1,62.1,60.0,776,4.3,4.24,2.65,reject
4458,4458,0.91,Very Good,E,SI2,63.2,56.0,4668,6.08,6.14,3.86,reject
4459,4459,1.18,Premium,E,I1,62.5,58.0,3965,6.75,6.62,4.18,accept
4460,4460,0.9,Ideal,G,SI2,62.4,57.0,2968,6.16,6.13,3.84,reject
4461,4461,0.3,Very Good,F,SI2,63.3,55.0,506,4.33,4.29,2.73,reject
4462,4462,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52,reject
4463,4463,0.41,Ideal,G,VS1,61.7,57.0,899,4.78,4.81,2.96,reject
4464,4464,0.52,Ideal,G,SI2,62.1,56.0,1210,5.13,5.18,3.2,reject
4465,4465,1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57,reject
4466,4466,0.97,Ideal,G,SI2,62.7,57.0,4101,6.31,6.28,3.95,reject
4467,4467,1.02,Very Good,E,VS2,63.2,60.0,6580,6.34,6.29,3.99,reject
4468,4468,0.9,Very Good,F,SI2,63.1,56.0,3457,6.18,6.12,3.88,reject
4469,4469,0.73,Very Good,F,SI1,61.3,56.0,3023,5.78,5.84,3.56,reject
4470,4470,1.02,Ideal,H,SI2,60.5,57.0,4297,6.52,6.56,3.95,reject
4471,4471,0.4,Very Good,G,SI2,63.2,56.0,765,4.73,4.7,2.98,reject
4472,4472,1.08,Very Good,D,VS1,60.2,58.0,9168,6.61,6.67,4.0,reject
4473,4473,0.7,Ideal,G,SI1,62.4,56.0,2478,5.66,5.69,3.54,reject
4474,4474,2.22,Good,I,SI1,57.8,58.0,17151,8.58,8.54,4.95,reject
4475,4475,1.16,Very Good,I,SI1,62.7,57.0,4785,6.67,6.76,4.21,reject
4476,4476,0.76,Ideal,H,VS2,62.7,57.0,2668,5.82,5.86,3.66,reject
4477,4477,0.72,Very Good,E,SI1,62.6,59.0,2474,5.66,5.71,3.56,reject
4478,4478,0.7,Good,H,SI1,61.9,62.0,2088,5.57,5.61,3.46,reject
4479,4479,1.2,Ideal,H,VS1,60.8,58.0,7473,6.85,6.91,4.18,reject
4480,4480,0.72,Very Good,H,SI1,63.7,57.0,2168,5.66,5.7,3.62,reject
4481,4481,2.09,Premium,H,SI1,60.5,61.0,12063,8.32,8.25,5.01,reject
4482,4482,1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9,reject
4483,4483,0.51,Ideal,G,VVS2,61.3,56.0,1902,5.16,5.19,3.17,reject
4484,4484,0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17,reject
4485,4485,1.01,Ideal,G,VS2,62.1,58.0,6587,6.38,6.43,3.98,reject
4486,4486,0.31,Very Good,G,VS2,60.7,61.0,544,4.33,4.37,2.64,reject
4487,4487,0.32,Ideal,G,IF,61.3,54.0,918,4.41,4.47,2.72,reject
4488,4488,0.56,Ideal,E,SI1,60.9,56.0,1698,5.35,5.32,3.25,reject
4489,4489,0.47,Ideal,H,IF,61.9,56.0,1865,4.99,5.02,3.1,reject
4490,4490,0.31,Premium,G,VVS2,61.5,58.0,707,4.31,4.34,2.66,reject
4491,4491,0.31,Premium,I,VS1,62.6,59.0,628,4.33,4.29,2.7,reject
4492,4492,1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59,reject
4493,4493,0.7,Very Good,E,SI2,60.8,57.0,2324,5.66,5.72,3.46,reject
4494,4494,0.9,Premium,G,VS2,59.6,61.0,4022,6.25,6.2,3.71,reject
4495,4495,0.73,Ideal,D,SI2,61.8,57.0,2671,5.75,5.78,3.56,reject
4496,4496,0.52,Very Good,G,VS1,61.2,57.0,1420,5.17,5.23,3.18,reject
4497,4497,0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1,reject
4498,4498,0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96,reject
4499,4499,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48,reject
4500,4500,0.3,Premium,G,VVS1,62.1,56.0,1013,4.31,4.29,2.67,reject
4501,4501,1.0,Very Good,D,SI1,62.1,61.0,5390,6.3,6.32,3.92,reject
4502,4502,1.51,Ideal,J,SI1,61.4,57.0,8049,7.38,7.43,4.55,reject
4503,4503,0.9,Very Good,H,VS2,62.0,57.0,4155,6.1,6.16,3.8,reject
4504,4504,1.46,Ideal,G,VS2,62.3,56.0,10302,7.28,7.2,4.51,reject
4505,4505,0.3,Ideal,G,IF,62.1,54.0,863,4.3,4.33,2.68,reject
4506,4506,0.51,Ideal,G,VS1,60.4,59.0,1668,5.16,5.21,3.13,reject
4507,4507,0.35,Ideal,H,IF,61.5,57.0,868,4.55,4.58,2.8,reject
4508,4508,2.54,Ideal,G,SI2,62.5,55.0,14421,8.75,8.69,5.45,reject
4509,4509,1.91,Good,I,SI2,62.8,58.0,10937,7.82,7.89,4.93,reject
4510,4510,0.42,Very Good,J,VS2,60.9,58.0,723,4.81,4.85,2.94,reject
4511,4511,0.5,Ideal,G,SI2,61.2,56.0,1011,5.13,5.17,3.15,reject
4512,4512,1.12,Good,J,SI1,63.7,61.0,3951,6.54,6.5,4.15,reject
4513,4513,0.5,Premium,H,SI1,58.7,59.0,1091,5.15,5.11,3.01,reject
4514,4514,0.57,Ideal,H,SI1,62.1,57.0,1247,5.32,5.3,3.3,reject
4515,4515,0.7,Premium,E,SI1,60.0,59.0,2753,5.75,5.79,3.46,reject
4516,4516,0.34,Premium,G,VS2,61.2,59.0,596,4.43,4.49,2.73,reject
4517,4517,0.34,Ideal,E,SI2,62.0,56.0,612,4.48,4.45,2.77,reject
4518,4518,0.39,Premium,G,VS1,62.4,57.0,1097,4.68,4.62,2.9,reject
4519,4519,0.32,Premium,G,VVS2,61.6,60.0,730,4.37,4.4,2.7,reject
4520,4520,0.7,Very Good,G,SI1,63.0,59.0,2276,5.64,5.67,3.56,reject
4521,4521,0.39,Premium,G,VVS1,60.4,59.0,1095,4.72,4.75,2.86,reject
4522,4522,0.79,Very Good,G,SI2,63.4,60.0,1809,5.83,5.77,3.68,reject
4523,4523,1.01,Fair,D,VS2,65.6,61.0,6176,6.21,6.16,4.06,reject
4524,4524,0.41,Premium,E,VS1,60.0,58.0,1079,4.8,4.83,2.89,accept
4525,4525,0.36,Ideal,G,SI1,61.8,55.0,725,4.58,4.61,2.84,reject
4526,4526,0.86,Ideal,I,VS2,62.1,57.0,3121,6.1,6.07,3.78,reject
4527,4527,0.53,Very Good,F,SI1,60.9,56.0,1291,5.21,5.23,3.18,reject
4528,4528,0.3,Ideal,G,IF,62.2,55.0,844,4.3,4.32,2.68,reject
4529,4529,1.19,Very Good,I,SI1,63.2,58.0,4665,6.82,6.7,4.27,reject
4530,4530,0.93,Good,I,VS2,58.2,60.0,3946,6.41,6.48,3.75,reject
4531,4531,1.67,Ideal,F,VS2,61.8,57.0,17351,7.62,7.58,4.7,reject
4532,4532,0.91,Very Good,G,SI1,60.2,58.0,4429,6.29,6.31,3.79,reject
4533,4533,0.8,Ideal,F,VS2,62.7,54.0,3429,5.91,5.95,3.72,reject
4534,4534,0.27,Very Good,D,VS1,59.9,58.0,470,4.17,4.24,2.52,accept
4535,4535,1.5,Premium,E,SI1,61.4,59.0,11638,7.41,7.24,4.5,reject
4536,4536,1.53,Premium,F,SI2,62.6,57.0,9716,7.37,7.33,4.6,reject
4537,4537,1.22,Premium,D,SI1,62.3,60.0,5739,6.84,6.8,4.25,reject
4538,4538,2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04,reject
4539,4539,0.49,Premium,F,SI1,58.7,60.0,1179,5.2,5.15,3.04,reject
4540,4540,1.2,Premium,G,SI1,62.7,58.0,6451,6.71,6.66,4.19,reject
4541,4541,1.07,Ideal,G,VS2,62.2,57.0,6355,6.53,6.55,4.07,reject
4542,4542,0.32,Premium,G,VS1,61.3,62.0,828,4.42,4.39,2.7,reject
4543,4543,1.01,Very Good,D,VVS2,60.2,58.0,9965,6.51,6.57,3.94,reject
4544,4544,0.44,Ideal,H,VVS1,61.1,57.0,1124,4.87,4.92,2.99,reject
4545,4545,1.53,Ideal,H,I1,62.3,56.0,6477,7.38,7.34,4.59,reject
4546,4546,1.01,Premium,H,VS2,61.3,59.0,5166,6.41,6.45,3.94,reject
4547,4547,0.9,Very Good,D,SI2,59.8,53.0,3632,6.2,6.25,3.72,reject
4548,4548,1.61,Premium,H,SI1,60.8,56.0,11169,7.61,7.58,4.62,reject
4549,4549,0.5,Good,F,SI1,62.5,60.0,1223,5.07,5.11,3.18,reject
4550,4550,0.5,Premium,G,SI1,62.9,59.0,1286,5.09,5.06,3.19,reject
4551,4551,0.3,Premium,G,VS1,62.4,58.0,776,4.24,4.22,2.64,reject
4552,4552,0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83,reject
4553,4553,0.56,Ideal,J,VS2,61.7,54.0,1094,5.31,5.36,3.29,reject
4554,4554,0.32,Premium,D,SI1,60.4,58.0,589,4.44,4.47,2.69,reject
4555,4555,0.31,Premium,I,SI1,62.3,59.0,523,4.32,4.29,2.68,reject
4556,4556,1.18,Very Good,E,SI2,62.5,60.0,5088,6.7,6.74,4.2,reject
4557,4557,1.26,Premium,F,SI1,62.3,58.0,6915,6.89,6.84,4.28,reject
4558,4558,0.51,Ideal,G,VVS2,61.8,56.0,2197,5.11,5.15,3.16,reject
4559,4559,0.72,Very Good,G,VS2,62.5,59.0,2728,5.69,5.71,3.56,reject
4560,4560,2.0,Ideal,H,SI2,61.5,57.0,12587,8.04,8.0,4.93,reject
4561,4561,2.08,Ideal,H,SI2,61.5,57.0,15065,8.26,8.2,5.06,reject
4562,4562,0.42,Premium,H,SI1,60.9,58.0,700,4.84,4.85,2.95,reject
4563,4563,1.53,Ideal,H,SI1,62.3,57.0,10153,7.41,7.36,4.6,reject
4564,4564,1.09,Ideal,G,VVS2,61.5,55.0,8057,6.66,6.61,4.08,reject
4565,4565,1.0,Very Good,H,SI2,63.4,61.0,3920,6.33,6.29,4.0,reject
4566,4566,1.26,Premium,J,SI2,62.7,58.0,5038,6.95,6.9,4.34,reject
4567,4567,0.31,Premium,H,VVS1,61.8,58.0,907,4.34,4.3,2.67,reject
4568,4568,1.0,Ideal,E,VS2,61.7,54.0,6859,6.41,6.46,3.97,reject
4569,4569,1.26,Ideal,G,VS1,62.2,54.0,10371,6.89,6.98,4.31,reject
4570,4570,0.71,Fair,G,VS2,57.0,66.0,2623,5.83,5.81,3.32,reject
4571,4571,0.31,Ideal,G,VVS1,61.9,55.0,816,4.3,4.36,2.68,reject
4572,4572,0.38,Premium,I,SI1,60.5,58.0,581,4.67,4.72,2.84,reject
4573,4573,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57,reject
4574,4574,1.0,Good,I,VVS1,56.5,62.0,4445,6.58,6.55,3.71,reject
4575,4575,0.7,Very Good,H,VS2,63.6,56.0,2312,5.6,5.63,3.57,reject
4576,4576,0.3,Ideal,G,IF,62.0,55.0,863,4.33,4.35,2.69,reject
4577,4577,0.51,Ideal,I,VS1,62.0,57.0,1376,5.1,5.13,3.17,reject
4578,4578,1.7,Very Good,F,VS2,60.8,60.0,17597,7.65,7.68,4.66,reject
4579,4579,1.26,Very Good,H,VS2,63.8,52.0,7567,6.89,6.84,4.38,reject
4580,4580,0.73,Ideal,H,IF,62.3,55.0,3785,5.77,5.79,3.6,reject
4581,4581,1.04,Very Good,D,VS1,60.8,58.0,6915,6.5,6.53,3.96,reject
4582,4582,0.57,Very Good,E,SI1,60.3,57.0,1608,5.34,5.4,3.24,reject
4583,4583,0.31,Very Good,E,SI1,58.7,60.0,507,4.45,4.48,2.62,reject
4584,4584,5.01,Fair,J,I1,65.5,59.0,18018,10.74,10.54,6.98,reject
4585,4585,0.43,Premium,H,SI1,59.0,58.0,919,4.96,4.93,2.92,reject
4586,4586,0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2,reject
4587,4587,0.8,Premium,G,IF,62.6,58.0,4268,5.89,5.93,3.7,reject
4588,4588,0.36,Ideal,G,VS1,60.6,57.0,761,4.58,4.62,2.79,reject
4589,4589,0.97,Premium,D,SI1,62.0,60.0,4721,6.25,6.29,3.89,reject
4590,4590,1.01,Premium,D,VS1,61.1,56.0,6733,6.43,6.36,3.91,reject
4591,4591,0.7,Ideal,G,VVS2,62.1,53.0,2895,5.71,5.75,3.56,reject
4592,4592,1.09,Premium,E,SI2,61.4,58.0,5127,6.67,6.63,4.08,reject
4593,4593,1.02,Very Good,H,SI1,60.3,59.0,4476,6.44,6.5,3.9,reject
4594,4594,0.35,Good,E,SI2,64.0,55.0,454,4.45,4.49,2.86,reject
4595,4595,0.71,Ideal,F,SI2,65.3,53.0,2445,5.64,5.58,3.67,reject
4596,4596,1.04,Very Good,I,SI1,62.5,62.0,4175,6.39,6.45,4.01,reject
4597,4597,0.74,Premium,D,SI1,60.6,60.0,2655,5.88,5.84,3.55,reject
4598,4598,1.01,Very Good,F,VVS2,61.1,58.0,9065,6.43,6.47,3.94,reject
4599,4599,2.02,Premium,F,SI2,61.3,58.0,13267,8.09,8.05,4.95,reject
4600,4600,0.51,Premium,F,SI2,58.1,59.0,1052,5.26,5.24,3.05,reject
4601,4601,0.5,Good,D,SI1,63.8,60.0,1433,5.03,5.0,3.2,reject
4602,4602,0.4,Premium,G,VS2,61.9,58.0,966,4.76,4.74,2.94,reject
4603,4603,0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79,reject
4604,4604,0.59,Very Good,D,SI2,62.7,58.0,1419,5.32,5.37,3.35,reject
4605,4605,0.7,Very Good,D,SI1,62.1,56.0,2686,5.65,5.69,3.52,reject
4606,4606,0.5,Ideal,G,VVS2,61.2,56.0,1838,5.1,5.13,3.13,reject
4607,4607,0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73,reject
4608,4608,1.01,Good,F,IF,62.7,59.0,9451,6.3,6.42,3.99,accept
4609,4609,1.16,Very Good,D,SI2,62.5,60.0,5044,6.64,6.7,4.17,reject
4610,4610,0.7,Ideal,G,SI1,62.1,58.0,2276,5.67,5.69,3.53,reject
4611,4611,0.36,Very Good,F,SI1,61.9,59.0,600,4.51,4.54,2.8,reject
4612,4612,1.01,Very Good,H,SI1,60.2,60.0,4617,6.5,6.48,3.91,reject
4613,4613,0.51,Ideal,G,VS2,62.7,57.0,1546,5.12,5.05,3.19,reject
4614,4614,1.01,Good,E,SI2,63.9,58.0,3737,6.37,6.31,4.05,reject
4615,4615,0.72,Ideal,I,VS2,61.8,55.0,2918,5.75,5.79,3.56,reject
4616,4616,1.2,Ideal,D,VS2,61.4,55.0,9424,6.78,6.87,4.19,reject
4617,4617,1.1,Premium,G,SI2,61.4,59.0,4650,6.71,6.59,4.08,reject
4618,4618,1.4,Very Good,I,VS1,61.6,59.0,7584,7.17,7.22,4.43,reject
4619,4619,0.33,Premium,E,SI1,59.1,58.0,743,4.56,4.51,2.68,reject
4620,4620,1.25,Ideal,J,SI1,62.4,57.0,5252,6.86,6.92,4.3,reject
4621,4621,0.38,Ideal,E,VS1,62.1,57.0,1097,4.65,4.62,2.88,accept
4622,4622,0.73,Very Good,E,SI2,59.3,57.0,2395,5.88,5.95,3.51,reject
4623,4623,2.02,Ideal,G,VS2,62.0,57.0,18700,8.1,8.05,5.01,reject
4624,4624,0.33,Very Good,D,SI1,62.8,56.0,608,4.39,4.43,2.77,reject
4625,4625,1.01,Very Good,E,SI1,60.0,60.0,5556,6.45,6.49,3.88,reject
4626,4626,1.2,Premium,H,VS1,61.7,59.0,4838,6.78,6.74,4.17,reject
4627,4627,0.97,Premium,H,SI1,61.9,60.0,4172,6.37,6.3,3.92,reject
4628,4628,0.7,Very Good,D,SI1,61.1,58.0,2768,5.66,5.73,3.48,reject
4629,4629,0.23,Good,E,VS1,64.3,59.0,373,3.84,3.87,2.48,accept
4630,4630,0.4,Very Good,G,VS1,61.5,57.0,871,4.73,4.77,2.92,reject
4631,4631,1.08,Ideal,I,SI2,62.3,57.0,4130,6.56,6.61,4.1,reject
4632,4632,0.35,Very Good,H,SI2,63.2,61.0,551,4.49,4.47,2.83,reject
4633,4633,0.32,Ideal,G,VS2,61.4,55.0,561,4.4,4.46,2.72,reject
4634,4634,0.9,Good,E,VS2,64.0,58.0,4278,6.02,6.07,3.87,reject
4635,4635,1.21,Good,J,SI2,63.7,55.0,4192,6.75,6.81,4.32,reject
4636,4636,0.4,Premium,H,SI1,61.9,57.0,969,4.75,4.71,2.93,reject
4637,4637,0.3,Ideal,H,SI1,63.0,54.0,540,4.3,4.27,2.7,reject
4638,4638,0.82,Ideal,E,SI2,60.9,56.0,3328,6.06,6.12,3.71,reject
4639,4639,0.4,Ideal,G,VS2,62.5,54.0,792,4.72,4.75,2.96,reject
4640,4640,2.18,Very Good,I,SI2,58.9,60.0,15684,8.51,8.55,5.02,reject
4641,4641,0.7,Very Good,E,SI1,61.7,62.0,2569,5.64,5.68,3.49,reject
4642,4642,1.52,Premium,D,SI2,59.8,60.0,10433,7.42,7.5,4.46,reject
4643,4643,1.12,Ideal,G,SI1,62.0,55.0,5551,6.68,6.65,4.13,reject
4644,4644,0.79,Premium,H,SI1,60.1,60.0,2498,6.04,5.98,3.61,reject
4645,4645,1.01,Fair,F,VS2,65.2,52.0,5090,6.31,6.29,4.11,reject
4646,4646,0.91,Premium,I,SI1,58.4,55.0,2700,6.34,6.32,3.7,reject
4647,4647,1.53,Ideal,H,VVS2,61.9,57.0,12848,7.39,7.35,4.56,reject
4648,4648,1.52,Fair,I,I1,67.7,58.0,3745,7.07,7.0,4.76,reject
4649,4649,0.65,Ideal,F,SI1,61.4,58.0,1841,5.56,5.5,3.39,reject
4650,4650,0.73,Ideal,I,VS1,61.5,55.0,2908,5.8,5.84,3.58,reject
4651,4651,0.75,Very Good,E,SI2,60.2,57.0,2719,5.89,5.94,3.56,reject
4652,4652,1.5,Premium,G,SI2,58.5,62.0,8736,7.44,7.4,4.34,reject
4653,4653,1.01,Premium,H,VS2,62.4,58.0,4769,6.42,6.36,3.99,reject
4654,4654,1.17,Ideal,G,VS1,59.4,57.0,7155,6.93,6.87,4.1,reject
4655,4655,0.41,Good,E,SI1,63.6,58.0,904,4.74,4.72,3.01,reject
4656,4656,0.59,Very Good,D,SI1,62.3,54.0,1816,5.38,5.41,3.36,reject
4657,4657,1.0,Premium,E,SI2,62.0,59.0,4077,6.43,6.3,3.95,reject
4658,4658,1.12,Premium,E,SI2,62.4,58.0,4277,6.59,6.64,4.13,reject
4659,4659,1.01,Premium,F,SI2,59.6,59.0,4317,6.59,6.52,3.91,reject
4660,4660,1.66,Premium,D,SI1,62.0,59.0,14354,7.6,7.55,4.7,reject
4661,4661,1.24,Premium,I,VS2,61.2,58.0,4858,6.94,6.89,4.23,reject
4662,4662,1.01,Fair,D,VS2,65.3,58.0,6366,6.29,6.24,4.09,reject
4663,4663,0.31,Ideal,I,SI2,62.0,54.1,372,4.32,4.35,2.69,reject
4664,4664,0.31,Very Good,I,VS1,62.8,57.0,489,4.28,4.32,2.7,reject
4665,4665,0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89,reject
4666,4666,0.25,Very Good,H,VVS2,63.3,54.0,467,3.98,4.02,2.52,reject
4667,4667,0.62,Fair,D,SI2,64.6,57.0,1410,5.39,5.33,3.46,reject
4668,4668,2.01,Ideal,F,SI2,62.9,56.0,13201,8.05,7.9,5.02,reject
4669,4669,0.33,Ideal,G,IF,61.6,55.0,984,4.48,4.51,2.77,reject
4670,4670,0.3,Good,J,VVS2,57.4,61.0,483,4.41,4.44,2.54,reject
4671,4671,0.71,Very Good,E,SI1,60.3,58.0,2570,5.8,5.85,3.51,reject
4672,4672,0.31,Ideal,D,SI1,61.7,57.0,732,4.38,4.34,2.69,reject
4673,4673,1.02,Very Good,E,VVS1,62.2,57.0,10672,6.4,6.59,4.04,reject
4674,4674,1.23,Premium,F,VS1,61.3,60.0,9319,6.9,6.94,4.24,reject
4675,4675,0.84,Very Good,E,SI1,58.8,58.0,3453,6.16,6.28,3.66,reject
4676,4676,0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72,reject
4677,4677,1.01,Ideal,E,SI2,61.6,58.0,4668,6.45,6.5,3.99,reject
4678,4678,0.3,Ideal,H,VS2,61.9,57.0,491,4.28,4.31,2.66,reject
4679,4679,1.01,Good,E,VS2,63.7,56.0,6221,6.27,6.29,4.0,reject
4680,4680,0.91,Ideal,G,SI1,62.0,54.0,4453,6.23,6.26,3.87,reject
4681,4681,1.24,Ideal,F,VS2,62.0,57.0,9478,6.83,6.89,4.25,reject
4682,4682,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09,reject
4683,4683,0.33,Premium,E,SI1,61.1,58.0,743,4.47,4.43,2.72,reject
4684,4684,1.32,Ideal,G,VS2,62.4,57.0,8728,7.05,6.98,4.38,reject
4685,4685,0.81,Ideal,G,IF,62.4,54.0,4751,5.93,5.99,3.72,reject
4686,4686,0.7,Very Good,G,VVS1,62.4,59.0,3208,5.63,5.66,3.52,reject
4687,4687,1.0,Very Good,F,VS2,61.9,59.0,5505,6.34,6.38,3.94,reject
4688,4688,1.03,Premium,E,VS1,61.5,58.0,7614,6.55,6.43,3.99,reject
4689,4689,0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49,reject
4690,4690,1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97,reject
4691,4691,1.1,Good,I,SI1,63.7,59.0,4497,6.56,6.5,4.16,reject
4692,4692,1.01,Very Good,D,VS1,63.1,59.0,8101,6.37,6.34,4.01,reject
4693,4693,1.04,Premium,H,SI1,62.1,56.0,4316,6.48,6.41,4.01,reject
4694,4694,0.58,Ideal,D,SI2,63.4,57.0,1356,5.29,5.34,3.37,reject
4695,4695,1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99,reject
4696,4696,1.24,Ideal,E,VS2,62.0,57.0,9240,6.87,6.9,4.27,reject
4697,4697,0.32,Ideal,G,VVS2,61.8,55.0,936,4.43,4.41,2.73,reject
4698,4698,0.31,Ideal,D,SI2,62.3,56.0,593,4.38,4.35,2.72,reject
4699,4699,0.3,Premium,I,VVS1,62.5,60.0,709,4.27,4.24,2.66,reject
4700,4700,1.14,Ideal,F,SI2,61.7,56.0,4591,6.71,6.67,4.13,reject
4701,4701,1.0,Ideal,F,VS2,62.0,55.0,5844,6.43,6.48,4.0,reject
4702,4702,1.6,Very Good,H,VS1,61.2,58.6,12378,7.48,7.63,4.62,reject
4703,4703,0.32,Ideal,H,IF,61.4,55.0,814,4.42,4.47,2.73,reject
4704,4704,0.36,Very Good,H,VVS2,61.3,55.0,668,4.58,4.64,2.81,reject
4705,4705,0.52,Ideal,F,SI2,61.8,55.0,1059,5.17,5.21,3.21,reject
4706,4706,1.01,Premium,H,SI1,60.4,60.0,4977,6.55,6.47,3.93,reject
4707,4707,0.62,Very Good,H,SI1,60.1,61.0,1446,5.55,5.59,3.35,reject
4708,4708,0.3,Ideal,G,VS1,63.1,55.0,624,4.25,4.31,2.7,reject
4709,4709,1.12,Ideal,G,VS1,61.6,55.0,7716,6.69,6.72,4.13,reject
4710,4710,0.51,Ideal,E,SI1,62.7,55.0,1546,5.1,5.07,3.19,reject
4711,4711,0.36,Premium,G,IF,62.5,60.0,1148,4.53,4.49,2.82,reject
4712,4712,0.6,Fair,F,SI1,55.3,63.0,1367,5.67,5.61,3.12,reject
4713,4713,0.7,Ideal,F,SI1,62.8,56.0,2528,5.63,5.68,3.55,reject
4714,4714,0.71,Very Good,G,SI1,61.2,61.0,2266,5.66,5.71,3.48,reject
4715,4715,0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35,reject
4716,4716,0.34,Very Good,G,VVS1,61.7,56.0,819,4.49,4.51,2.78,reject
4717,4717,0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71,reject
4718,4718,0.42,Ideal,G,VS2,62.2,54.0,847,4.8,4.82,2.99,reject
4719,4719,1.01,Premium,E,VS2,62.0,59.0,6666,6.44,6.46,4.0,reject
4720,4720,1.22,Ideal,H,VS2,62.0,58.0,7623,6.81,6.86,4.24,reject
4721,4721,0.32,Ideal,G,VVS2,62.4,54.0,936,4.38,4.37,2.73,reject
4722,4722,0.32,Good,D,SI1,63.8,56.0,589,4.33,4.35,2.77,reject
4723,4723,1.05,Premium,H,VS2,59.0,59.0,5468,6.71,6.68,3.95,reject
4724,4724,1.7,Very Good,I,VS2,63.0,58.0,10935,7.52,7.65,4.78,reject
4725,4725,1.16,Ideal,H,SI1,62.2,55.0,5554,6.79,6.74,4.21,reject
4726,4726,1.01,Good,G,SI1,63.9,57.0,4672,6.37,6.3,4.05,reject
4727,4727,0.7,Good,F,SI1,62.8,58.0,2470,5.6,5.65,3.53,reject
4728,4728,1.0,Fair,D,VVS2,61.1,57.0,10562,6.37,6.3,3.87,reject
4729,4729,1.24,Premium,E,I1,61.1,62.0,3528,6.91,6.86,4.21,accept
4730,4730,0.9,Very Good,G,SI2,63.2,58.0,3787,6.05,6.1,3.84,reject
4731,4731,1.04,Very Good,F,SI2,60.0,61.0,4427,6.5,6.57,3.92,reject
4732,4732,0.31,Ideal,E,SI1,61.1,56.0,660,4.39,4.41,2.69,reject
4733,4733,0.55,Ideal,F,SI2,62.4,56.0,1263,5.26,5.22,3.27,reject
4734,4734,0.3,Fair,D,SI2,64.6,54.0,536,4.29,4.25,2.76,reject
4735,4735,1.38,Ideal,F,VVS1,62.9,56.0,15968,7.04,7.1,4.45,reject
